year(Date),FieldOfStudyId,AllAuthorships,WosAuthorships
2018.0,127313418,1423944,169739
2020.0,41008148,5240682,911548
1979.0,192562407,403318,78068
2015.0,144024400,363177,107708
1999.0,86803240,904327,517657
2011.0,138885662,232620,47789
1986.0,86803240,389708,168007
2011.0,95457728,163393,32412
1964.0,86803240,70765,19143
2009.0,39432304,480871,144755
1995.0,205649164,108821,33587
1995.0,162324750,48559,29111
1925.0,39432304,3944,1353
1961.0,86803240,55030,14672
1983.0,144133560,25349,11174
1882.0,127413603,1011,208
1919.0,138885662,2490,959
1862.0,127413603,350,127
1904.0,15744967,928,409
1866.0,127413603,443,122
1822.0,192562407,22,12
1905.0,39432304,3222,434
1899.0,39432304,2267,273
1861.0,15744967,127,79
2003.0,15744967,297370,165707
2002.0,162324750,100633,54780
2009.0,127413603,1359907,416564
2020.0,205649164,496759,153178
1983.0,15744967,79578,50728
1988.0,86803240,444421,200490
1993.0,205649164,97411,30515
1939.0,71924100,23577,11485
1954.0,95457728,9156,4367
1960.0,71924100,153558,32954
1975.0,144024400,19238,12195
1955.0,127313418,10809,3994
1965.0,138885662,14473,6380
1961.0,95457728,12350,5947
1908.0,142362112,8863,2585
1957.0,138885662,10208,4372
1962.0,162324750,4416,2401
1951.0,15744967,9825,4421
1906.0,86803240,2605,881
1954.0,205649164,9118,3299
1916.0,15744967,1470,666
1864.0,142362112,2205,701
1872.0,95457728,1039,386
1898.0,205649164,2067,681
1892.0,15744967,553,223
1911.0,15744967,1397,647
1889.0,41008148,717,195
2014.0,15744967,1054028,462028
2005.0,121332964,1171761,281627
1998.0,127413603,539103,197920
1953.0,71924100,118278,22677
1968.0,127413603,51164,16280
1872.0,142362112,2741,886
1827.0,95457728,211,132
1893.0,95457728,1777,707
1921.0,205649164,3109,1116
1920.0,144133560,1430,535
1811.0,95457728,177,108
1880.0,17744445,773,145
1878.0,185592680,1259,351
1831.0,39432304,18,12
1819.0,142362112,624,267
2000.0,41008148,807748,289842
1993.0,144133560,54210,22779
2019.0,144024400,458169,93756
1959.0,142362112,21088,9098
1965.0,71924100,225213,42582
1965.0,86803240,77893,20940
2004.0,39432304,284469,88758
2007.0,95457728,109904,26982
1926.0,71924100,17408,7435
1903.0,71924100,6433,2601
1902.0,86803240,2040,722
1922.0,205649164,3353,1186
1894.0,41008148,2709,258
1848.0,39432304,35,11
1870.0,205649164,897,303
1805.0,142362112,473,217
1824.0,39432304,9,8
1827.0,205649164,184,67
1889.0,33923547,417,118
1811.0,15744967,21,11
1852.0,127413603,282,81
1879.0,17744445,489,159
1881.0,15744967,215,86
1846.0,33923547,151,33
1870.0,192562407,319,49
,162324750,102,42
1814.0,205649164,100,46
1859.0,127313418,223,73
1830.0,127413603,145,81
1812.0,127313418,20,11
1836.0,15744967,40,6
1858.0,17744445,323,119
1809.0,205649164,87,36
1823.0,41008148,39,23
1825.0,17744445,76,34
1800.0,205649164,220,88
1879.0,39432304,259,40
1806.0,185592680,35,8
1805.0,205649164,115,50
1827.0,15744967,50,44
1820.0,121332964,26,9
1857.0,41008148,235,112
1816.0,41008148,45,28
1839.0,15744967,56,31
1899.0,144024400,499,214
1830.0,144024400,38,17
1862.0,162324750,43,17
1882.0,144133560,160,24
1819.0,127313418,24,16
1850.0,144024400,54,17
1808.0,86803240,55,31
1824.0,205649164,184,69
1831.0,33923547,54,12
1800.0,162324750,23,14
1821.0,127313418,49,35
1836.0,121332964,97,27
1826.0,17744445,80,25
1848.0,127313418,125,40
1859.0,162324750,76,26
1852.0,33923547,73,16
1819.0,33923547,14,5
1866.0,144133560,55,14
1856.0,15744967,75,24
1810.0,86803240,40,21
1824.0,33923547,14,9
1848.0,15744967,84,30
1870.0,41008148,316,103
1829.0,185592680,67,25
1882.0,162324750,75,18
1834.0,17744445,134,44
1825.0,33923547,27,11
1838.0,144024400,37,16
1810.0,121332964,20,11
1822.0,33923547,8,5
1820.0,185592680,24,9
1810.0,33923547,15,5
1807.0,41008148,9,6
1825.0,39432304,4,2
1825.0,144133560,6,1
2016.0,39432304,1054404,246282
1996.0,41008148,511745,189593
1997.0,33923547,191192,89789
1992.0,41008148,404450,126640
1879.0,142362112,3518,940
1978.0,95457728,26844,15078
1972.0,192562407,160828,32729
1991.0,39432304,110951,24940
1926.0,86803240,7796,2620
1904.0,138885662,2540,825
1891.0,15744967,446,206
1843.0,138885662,372,134
1832.0,86803240,102,58
1893.0,144133560,410,102
1848.0,138885662,441,146
1815.0,15744967,17,10
1865.0,205649164,683,245
1953.0,205649164,8643,3148
1860.0,142362112,2517,733
1854.0,205649164,773,293
1876.0,138885662,991,302
1945.0,127313418,2720,1105
1900.0,127413603,4096,920
1904.0,192562407,9570,777
1909.0,127313418,7064,678
1876.0,41008148,495,118
1866.0,95457728,756,305
2010.0,15744967,710014,344432
2003.0,41008148,1094084,402093
1986.0,142362112,81993,32964
1984.0,127413603,180231,68060
1985.0,33923547,79665,33869
2020.0,121332964,2535544,415323
1995.0,127313418,158936,44431
1990.0,17744445,72594,33489
1988.0,138885662,38218,17412
1982.0,142362112,66545,28725
1975.0,15744967,53757,34125
1955.0,162324750,2942,1507
1942.0,71924100,22055,11121
1906.0,142362112,8791,2381
1926.0,144133560,1984,726
1929.0,162324750,1186,523
1904.0,185592680,4641,1494
1897.0,205649164,1859,666
1905.0,127313418,6726,616
1921.0,144133560,1546,522
1859.0,205649164,681,237
1906.0,121332964,3565,419
1872.0,17744445,407,126
,95457728,578,89
1997.0,86803240,810303,442496
1998.0,185592680,1156033,527587
2014.0,205649164,724130,195085
2016.0,121332964,3187991,488285
1955.0,71924100,128968,24923
1969.0,142362112,33831,15380
1875.0,142362112,4603,878
1966.0,205649164,17987,6498
1979.0,144024400,23348,14688
1940.0,144024400,2417,1300
1954.0,127313418,10079,3683
1891.0,39432304,378,56
1919.0,95457728,3107,1174
1905.0,144024400,683,367
1852.0,95457728,638,234
1913.0,127313418,7448,740
1873.0,17744445,392,115
1835.0,71924100,507,232
1835.0,127413603,117,60
1857.0,144024400,113,46
1844.0,15744967,82,38
2005.0,185592680,1560361,696415
2018.0,41008148,5665773,993996
1977.0,185592680,444631,155212
2015.0,205649164,747574,199381
2012.0,127313418,649866,152776
1995.0,33923547,168692,77157
1998.0,138885662,69953,21840
1891.0,162324750,224,97
1960.0,144024400,6242,3483
1961.0,144133560,5536,2422
1946.0,121332964,4551,1332
1833.0,17744445,94,35
1839.0,138885662,334,107
1852.0,205649164,501,188
2006.0,17744445,298437,98032
1970.0,33923547,34032,12824
1987.0,162324750,29469,19085
1989.0,205649164,73281,24189
2021.0,121332964,99862,19994
1955.0,41008148,14512,5986
2017.0,138885662,349551,45873
1964.0,162324750,4997,2662
1909.0,39432304,3418,487
1957.0,144024400,4618,2429
1935.0,205649164,5657,1986
1892.0,33923547,476,161
1904.0,33923547,2099,365
1837.0,95457728,331,171
2008.0,15744967,559091,288371
1992.0,15744967,132429,79308
1973.0,121332964,114233,18968
1958.0,192562407,58870,18557
2020.0,127413603,177574,28473
1914.0,95457728,3271,1287
1967.0,15744967,30794,17205
1945.0,185592680,18159,6999
1944.0,138885662,3422,1578
1946.0,185592680,22452,7986
1917.0,71924100,8252,3655
1865.0,95457728,909,409
1934.0,127413603,11815,5246
1882.0,142362112,3862,1089
1912.0,205649164,3961,1681
1901.0,86803240,2019,649
1907.0,95457728,2700,1163
1864.0,15744967,92,43
1864.0,192562407,100,26
1879.0,192562407,435,97
1880.0,127313418,684,178
1849.0,95457728,506,246
1832.0,185592680,193,49
1869.0,144133560,76,28
1807.0,205649164,89,54
1861.0,33923547,118,36
1821.0,121332964,44,13
1868.0,15744967,117,60
1825.0,185592680,31,8
1805.0,71924100,132,20
1829.0,144024400,20,12
1814.0,162324750,7,4
1819.0,17744445,46,17
1821.0,86803240,76,43
1828.0,15744967,35,29
1818.0,39432304,12,7
1818.0,127313418,35,8
1830.0,127313418,69,30
1835.0,192562407,29,9
1825.0,41008148,20,15
1816.0,127313418,22,14
1815.0,39432304,26,14
1808.0,127313418,13,7
1807.0,192562407,15,3
1825.0,162324750,7,4
